Wk,Date,Rk,School,Prev,Chng,Conf
18,Postseason,1,Florida* TFN,10,9,SEC
18,Postseason,2,UCLA* RTF,8,6,Pac-10
18,Postseason,3,Louisiana State* RF,18,15,SEC
18,Postseason,4,Connecticut* R,2,2,Big East
18,Postseason,5,Villanova* R,4,1,Big East
18,Postseason,6,Memphis* RT,3,3,CUSA
18,Postseason,7,Duke* RT,1,6,ACC
18,Postseason,8,George Mason* RF,,,CAA
18,Postseason,9,Texas* R,9,NC,Big 12
18,Postseason,10,Gonzaga* RT,5,5,WCC
18,Postseason,11,Boston College*,7,4,ACC
18,Postseason,12,Washington*,17,5,Pac-10
18,Postseason,13,Ohio State* R,6,7,Big Ten
18,Postseason,14,North Carolina*,12,2,ACC
18,Postseason,15,West Virginia*,23,8,Big East
18,Postseason,16,Georgetown*,24,8,Big East
18,Postseason,17,Illinois*,14,3,Big Ten
18,Postseason,18,Pittsburgh*,16,2,Big East
18,Postseason,19,George Washington* R,11,8,A-10
18,Postseason,20,Tennessee* R,19,1,SEC
18,Postseason,21,Wichita State* R,,,MVC
18,Postseason,22,Kansas* RT,13,9,Big 12
18,Postseason,23,Iowa* T,15,8,Big Ten
18,Postseason,24,Bradley*,,,MVC
18,Postseason,25,Bucknell* RT,,,Patriot
Wk,Date,Rk,School,Prev,Chng,Conf
17,Final,1,Duke* RT,1,NC,ACC
17,Final,2,Connecticut* R,2,NC,Big East
17,Final,3,Memphis* RT,3,NC,CUSA
17,Final,4,Villanova* R,4,NC,Big East
17,Final,5,Gonzaga* RT,5,NC,WCC
17,Final,6,Ohio State* R,8,2,Big Ten
17,Final,7,Boston College*,12,5,ACC
17,Final,8,UCLA* RTF,13,5,Pac-10
17,Final,9,Texas* R,7,2,Big 12
17,Final,10,Florida* TFN,14,4,SEC
17,Final,11,George Washington* R,6,5,A-10
17,Final,12,North Carolina*,15,3,ACC
17,Final,13,Kansas* RT,22,9,Big 12
17,Final,14,Illinois*,10,4,Big Ten
17,Final,15,Iowa* T,24,9,Big Ten
17,Final,16,Pittsburgh*,9,7,Big East
17,Final,17,Washington*,16,1,Pac-10
17,Final,18,Louisiana State* RF,21,3,SEC
17,Final,19,Tennessee* R,11,8,SEC
17,Final,20,Oklahoma*,17,3,Big 12
17,Final,21,Nevada* RT,,,WAC
17,Final,22,Syracuse* T,,,Big East
17,Final,23,West Virginia*,18,5,Big East
17,Final,24,Georgetown*,20,4,Big East
17,Final,25,Alabama-Birmingham*,,,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
16,2006-02-27,1,Duke* RT,1,NC,ACC
16,2006-02-27,2,Connecticut* R,4,2,Big East
16,2006-02-27,3,Memphis* RT,3,NC,CUSA
16,2006-02-27,4,Villanova* R,2,2,Big East
16,2006-02-27,5,Gonzaga* RT,5,NC,WCC
16,2006-02-27,6,George Washington* R,6,NC,A-10
16,2006-02-27,7,Texas* R,7,NC,Big 12
16,2006-02-27,8,Ohio State* R,12,4,Big Ten
16,2006-02-27,9,Pittsburgh*,10,1,Big East
16,2006-02-27,10,Illinois*,8,2,Big Ten
16,2006-02-27,11,Tennessee* R,11,NC,SEC
16,2006-02-27,12,Boston College*,13,1,ACC
16,2006-02-27,13,UCLA* RTF,17,4,Pac-10
16,2006-02-27,14,Florida* TFN,9,5,SEC
16,2006-02-27,15,North Carolina*,21,6,ACC
16,2006-02-27,16,Washington*,19,3,Pac-10
16,2006-02-27,17,Oklahoma*,20,3,Big 12
16,2006-02-27,18,West Virginia*,15,3,Big East
16,2006-02-27,19,North Carolina State*,14,5,ACC
16,2006-02-27,20,Georgetown*,23,3,Big East
